Identyfikator projektu,Nazwa projektu,Identyfikator podmiotu,Rodzaj projektu,Koszt,Data rozpoczęcia,Data zakończenia,Identyfikator projektu architektonicznego,
1816,WODOCIĄGOWY-4100,46,OGRODNICZY,33050,12/08/2010,12/08/2010,4120,
1817,WODOCIĄGOWY-8744,31,ELEKTRYCZNY,77175,09/03/2010,18/03/2010,1780,
1818,WODOCIĄGOWY-2976,2,OGRODNICZY,21775,09/11/2010,18/11/2010,9824,
1819,WODOCIĄGOWY-9621,41,ELEKTRYCZNY,57750,09/06/2010,13/06/2010,3758,
1820,WODOCIĄGOWY-1497,122,PRZECIWGROMOWY,4340,10/10/2010,16/10/2010,3617,
1821,WODOCIĄGOWY-2359,96,OGRODNICZY,43500,26/05/2010,30/05/2010,3648,
1822,WODOCIĄGOWY-928,56,WODOCIĄGOWY,45815,09/05/2010,11/05/2010,3175,
1823,WODOCIĄGOWY-8324,153,WODOCIĄGOWY,81895,17/02/2010,24/02/2010,7874,
1824,WODOCIĄGOWY-1504,136,GRZEWCZY,72160,20/08/2010,20/08/2010,4481,
1825,WODOCIĄGOWY-5359,136,PRZECIWGROMOWY,63805,08/10/2010,11/10/2010,9103,
1826,WODOCIĄGOWY-4861,44,ELEKTRYCZNY,85425,27/07/2010,27/07/2010,3996,
1827,WODOCIĄGOWY-239,88,GRZEWCZY,12560,15/11/2010,20/11/2010,8718,
1828,WODOCIĄGOWY-6548,191,GRZEWCZY,115840,23/05/2010,31/05/2010,5933,
1829,WODOCIĄGOWY-268,189,WODOCIĄGOWY,39160,30/11/2010,07/12/2010,5511,
1830,WODOCIĄGOWY-2105,198,GRZEWCZY,54640,01/10/2010,09/10/2010,1440,
1831,WODOCIĄGOWY-3820,120,OGRODNICZY,19625,24/07/2010,29/07/2010,7292,
1832,WODOCIĄGOWY-1546,185,ALARMOWY,47600,23/07/2010,24/07/2010,4746,
1833,WODOCIĄGOWY-2329,155,GRZEWCZY,150240,17/11/2010,22/11/2010,7484,
1834,WODOCIĄGOWY-3731,193,ELEKTRYCZNY,58275,15/07/2010,23/07/2010,9905,
1835,WODOCIĄGOWY-6427,106,GRZEWCZY,94800,22/02/2010,24/02/2010,2834,
1836,WODOCIĄGOWY-7898,68,GRZEWCZY,78880,19/09/2010,28/09/2010,3423,
1837,WODOCIĄGOWY-2504,120,ELEKTRYCZNY,112875,29/05/2010,02/06/2010,7066,
1838,WODOCIĄGOWY-5418,199,PRZECIWGROMOWY,9240,06/06/2010,11/06/2010,1827,
1839,WODOCIĄGOWY-7098,151,ELEKTRYCZNY,13800,07/08/2010,07/08/2010,9483,
1840,WODOCIĄGOWY-8723,188,OGRODNICZY,34900,31/10/2010,31/10/2010,4848,
1841,WODOCIĄGOWY-7868,24,GRZEWCZY,62960,01/11/2010,01/11/2010,300,
1842,WODOCIĄGOWY-1292,68,GRZEWCZY,40800,12/10/2010,19/10/2010,8929,
1843,WODOCIĄGOWY-7845,37,WODOCIĄGOWY,15895,11/04/2010,18/04/2010,1008,
1844,WODOCIĄGOWY-1618,146,PRZECIWGROMOWY,33180,09/06/2010,13/06/2010,3590,
1845,WODOCIĄGOWY-3564,4,GRZEWCZY,136480,01/07/2010,05/07/2010,5663,
1846,WODOCIĄGOWY-4163,86,OGRODNICZY,31325,18/10/2010,24/10/2010,4592,
1847,WODOCIĄGOWY-8579,73,PRZECIWGROMOWY,21175,23/12/2010,28/12/2010,628,
1848,WODOCIĄGOWY-5892,152,OGRODNICZY,525,09/09/2010,18/09/2010,8840,
1849,WODOCIĄGOWY-3151,77,ALARMOWY,69750,07/01/2010,10/01/2010,70,
1850,WODOCIĄGOWY-9868,1,ELEKTRYCZNY,144975,25/05/2010,30/05/2010,5337,
1851,WODOCIĄGOWY-1102,96,WODOCIĄGOWY,40315,26/12/2010,01/01/2011,7782,
1852,WODOCIĄGOWY-9673,75,ELEKTRYCZNY,102225,10/06/2010,18/06/2010,3968,
1853,WODOCIĄGOWY-7211,11,ELEKTRYCZNY,102225,18/05/2010,22/05/2010,3409,
1854,WODOCIĄGOWY-633,53,OGRODNICZY,5325,06/11/2010,13/11/2010,5164,
1855,WODOCIĄGOWY-746,119,OGRODNICZY,47450,26/06/2010,03/07/2010,2613,
1856,WODOCIĄGOWY-48,158,PRZECIWGROMOWY,14070,06/11/2010,06/11/2010,101,
1857,WODOCIĄGOWY-52,40,WODOCIĄGOWY,32450,08/03/2010,09/03/2010,4605,
1858,WODOCIĄGOWY-1917,121,OGRODNICZY,27750,01/01/2011,06/01/2011,9632,
1859,WODOCIĄGOWY-1217,26,PRZECIWGROMOWY,27160,05/06/2010,07/06/2010,7105,
1860,WODOCIĄGOWY-1089,111,ALARMOWY,65400,14/09/2010,17/09/2010,8287,
1861,WODOCIĄGOWY-2839,51,ALARMOWY,66250,30/04/2010,02/05/2010,4197,
1862,WODOCIĄGOWY-9042,51,OGRODNICZY,30925,08/11/2010,17/11/2010,3990,
1863,WODOCIĄGOWY-8337,182,WODOCIĄGOWY,86955,29/08/2010,02/09/2010,741,
1864,WODOCIĄGOWY-8975,67,GRZEWCZY,35920,19/04/2010,19/04/2010,2799,
1865,WODOCIĄGOWY-6711,84,ALARMOWY,95800,12/03/2010,18/03/2010,7180,
1866,WODOCIĄGOWY-9223,112,ELEKTRYCZNY,89625,12/05/2010,21/05/2010,9889,
1867,WODOCIĄGOWY-7881,95,WODOCIĄGOWY,41910,06/02/2010,06/02/2010,2250,
1868,WODOCIĄGOWY-2228,109,OGRODNICZY,43875,10/09/2010,16/09/2010,1655,
1869,WODOCIĄGOWY-3978,103,ALARMOWY,7200,24/08/2010,27/08/2010,7238,
1870,WODOCIĄGOWY-5379,8,ALARMOWY,11450,04/10/2010,10/10/2010,25,
1871,WODOCIĄGOWY-200,17,GRZEWCZY,68080,23/04/2010,23/04/2010,6724,
1872,WODOCIĄGOWY-7537,193,ALARMOWY,93350,20/07/2010,21/07/2010,4727,
1873,WODOCIĄGOWY-1701,133,PRZECIWGROMOWY,53410,15/06/2010,22/06/2010,138,
1874,WODOCIĄGOWY-563,172,PRZECIWGROMOWY,36540,23/07/2010,23/07/2010,9699,
1875,WODOCIĄGOWY-1367,55,PRZECIWGROMOWY,22715,01/09/2010,02/09/2010,4051,
1876,WODOCIĄGOWY-7966,175,ELEKTRYCZNY,141900,09/11/2010,12/11/2010,506,
1877,WODOCIĄGOWY-3232,194,PRZECIWGROMOWY,28630,01/12/2010,09/12/2010,5592,
1878,WODOCIĄGOWY-5166,104,WODOCIĄGOWY,25245,10/07/2010,14/07/2010,5888,
1879,WODOCIĄGOWY-9995,27,OGRODNICZY,27100,06/04/2010,12/04/2010,836,
1880,WODOCIĄGOWY-5115,85,ELEKTRYCZNY,128850,28/01/2010,30/01/2010,3028,
1881,WODOCIĄGOWY-2728,35,WODOCIĄGOWY,29645,14/05/2010,20/05/2010,7769,
1882,WODOCIĄGOWY-4019,167,ALARMOWY,80900,20/04/2010,20/04/2010,5517,
1883,WODOCIĄGOWY-5253,89,ALARMOWY,74100,02/07/2010,05/07/2010,6083,
1884,WODOCIĄGOWY-7503,196,GRZEWCZY,11200,03/05/2010,03/05/2010,5673,
1885,WODOCIĄGOWY-5606,83,GRZEWCZY,138480,29/11/2010,05/12/2010,346,
1886,WODOCIĄGOWY-5849,38,OGRODNICZY,30000,11/03/2010,20/03/2010,8846,
1887,WODOCIĄGOWY-2792,156,ELEKTRYCZNY,18600,09/02/2010,13/02/2010,1286,
1888,WODOCIĄGOWY-8525,66,PRZECIWGROMOWY,26040,16/03/2010,18/03/2010,8869,
1889,WODOCIĄGOWY-4318,86,ELEKTRYCZNY,2625,28/08/2010,01/09/2010,7837,
1890,WODOCIĄGOWY-9220,81,GRZEWCZY,71120,08/11/2010,10/11/2010,2455,
1891,WODOCIĄGOWY-1177,83,GRZEWCZY,62400,19/02/2010,25/02/2010,9418,
1892,WODOCIĄGOWY-6301,88,ALARMOWY,60100,04/11/2010,12/11/2010,9329,
1893,WODOCIĄGOWY-9788,22,GRZEWCZY,153040,23/05/2010,23/05/2010,3707,
1894,WODOCIĄGOWY-2414,50,PRZECIWGROMOWY,23030,23/10/2010,29/10/2010,10,
1895,WODOCIĄGOWY-9309,128,ELEKTRYCZNY,25950,21/12/2010,27/12/2010,8873,
1896,WODOCIĄGOWY-651,117,OGRODNICZY,15750,10/08/2010,13/08/2010,4635,
1897,WODOCIĄGOWY-906,114,WODOCIĄGOWY,77110,03/12/2010,10/12/2010,2131,
1898,WODOCIĄGOWY-6685,98,PRZECIWGROMOWY,44205,10/05/2010,16/05/2010,2670,
1899,WODOCIĄGOWY-4614,126,WODOCIĄGOWY,88770,25/06/2010,03/07/2010,5374,
1900,WODOCIĄGOWY-6235,112,OGRODNICZY,5000,06/04/2010,08/04/2010,3606,
1901,WODOCIĄGOWY-5178,197,ELEKTRYCZNY,133350,03/08/2010,04/08/2010,995,
1902,WODOCIĄGOWY-230,197,GRZEWCZY,131120,30/12/2010,07/01/2011,8278,
1903,WODOCIĄGOWY-4064,171,ALARMOWY,67450,23/01/2010,30/01/2010,3908,
1904,WODOCIĄGOWY-9903,154,ELEKTRYCZNY,11625,21/10/2010,30/10/2010,7471,
1905,WODOCIĄGOWY-3697,51,OGRODNICZY,2800,12/01/2010,18/01/2010,874,
1906,WODOCIĄGOWY-5208,130,ALARMOWY,36750,21/08/2010,30/08/2010,7380,
1907,WODOCIĄGOWY-9253,179,WODOCIĄGOWY,30085,05/04/2010,10/04/2010,8918,
1908,WODOCIĄGOWY-4287,71,ALARMOWY,6550,05/05/2010,07/05/2010,4871,
1909,WODOCIĄGOWY-4697,21,ELEKTRYCZNY,22875,18/12/2010,20/12/2010,2453,
1910,WODOCIĄGOWY-4849,99,PRZECIWGROMOWY,6230,12/11/2010,16/11/2010,4690,
1911,WODOCIĄGOWY-5202,63,WODOCIĄGOWY,53955,30/01/2010,02/02/2010,4487,
1912,WODOCIĄGOWY-5825,78,GRZEWCZY,63040,11/03/2010,19/03/2010,969,
1913,WODOCIĄGOWY-1663,59,ALARMOWY,66650,16/10/2010,24/10/2010,9524,
1914,WODOCIĄGOWY-797,111,GRZEWCZY,120240,08/08/2010,16/08/2010,9814,
1915,WODOCIĄGOWY-3668,78,OGRODNICZY,26725,14/04/2010,21/04/2010,5177,
1916,WODOCIĄGOWY-3496,30,WODOCIĄGOWY,101255,08/01/2010,16/01/2010,7930,
1917,WODOCIĄGOWY-3016,136,OGRODNICZY,11225,28/01/2010,04/02/2010,694,
1918,WODOCIĄGOWY-1657,191,GRZEWCZY,52720,07/02/2010,10/02/2010,3078,
1919,WODOCIĄGOWY-5526,188,OGRODNICZY,24900,15/09/2010,20/09/2010,5895,
1920,WODOCIĄGOWY-5497,102,ELEKTRYCZNY,136425,05/04/2010,07/04/2010,516,
1921,WODOCIĄGOWY-3935,45,ALARMOWY,48800,09/02/2010,14/02/2010,3660,
1922,WODOCIĄGOWY-3113,125,ELEKTRYCZNY,146475,23/07/2010,31/07/2010,1632,
1923,WODOCIĄGOWY-3130,161,ALARMOWY,4000,17/08/2010,19/08/2010,9057,
1924,WODOCIĄGOWY-3882,63,WODOCIĄGOWY,81345,21/05/2010,22/05/2010,6946,
1925,WODOCIĄGOWY-4276,181,ALARMOWY,43400,01/11/2010,09/11/2010,863,
1926,WODOCIĄGOWY-2483,85,OGRODNICZY,22850,01/11/2010,06/11/2010,2487,
1927,WODOCIĄGOWY-2573,173,PRZECIWGROMOWY,61355,03/11/2010,07/11/2010,1638,
1928,WODOCIĄGOWY-9580,156,PRZECIWGROMOWY,66780,05/04/2010,13/04/2010,1153,
1929,WODOCIĄGOWY-5907,87,WODOCIĄGOWY,42130,27/11/2010,01/12/2010,8887,
1930,WODOCIĄGOWY-8874,18,OGRODNICZY,18025,20/10/2010,28/10/2010,367,
1931,WODOCIĄGOWY-6221,38,GRZEWCZY,12880,02/12/2010,08/12/2010,8745,
1932,WODOCIĄGOWY-4831,138,GRZEWCZY,74080,01/04/2010,02/04/2010,2567,
1933,WODOCIĄGOWY-9898,117,OGRODNICZY,17800,21/12/2010,21/12/2010,4653,
1934,WODOCIĄGOWY-2841,42,OGRODNICZY,11875,28/03/2010,05/04/2010,5841,
1935,WODOCIĄGOWY-6066,106,ALARMOWY,31200,03/04/2010,10/04/2010,5876,
1936,WODOCIĄGOWY-2112,60,GRZEWCZY,92560,10/07/2010,13/07/2010,7699,
1937,WODOCIĄGOWY-6216,190,WODOCIĄGOWY,82830,17/01/2010,18/01/2010,575,
1938,WODOCIĄGOWY-7671,44,WODOCIĄGOWY,17490,25/03/2010,01/04/2010,1291,
1939,WODOCIĄGOWY-7592,93,WODOCIĄGOWY,51040,26/08/2010,03/09/2010,1534,
1940,WODOCIĄGOWY-2600,28,GRZEWCZY,134640,11/06/2010,11/06/2010,4852,
1941,WODOCIĄGOWY-3197,132,WODOCIĄGOWY,53185,13/01/2010,22/01/2010,6034,
1942,WODOCIĄGOWY-4059,122,GRZEWCZY,74240,05/01/2011,08/01/2011,4688,
1943,WODOCIĄGOWY-3852,72,OGRODNICZY,44275,08/10/2010,13/10/2010,1440,
1944,WODOCIĄGOWY-6969,40,PRZECIWGROMOWY,51275,14/11/2010,17/11/2010,9869,
1945,WODOCIĄGOWY-8272,104,OGRODNICZY,40475,16/09/2010,23/09/2010,5661,
1946,WODOCIĄGOWY-3650,30,WODOCIĄGOWY,109560,03/08/2010,07/08/2010,674,
1947,WODOCIĄGOWY-3682,191,WODOCIĄGOWY,37675,09/08/2010,10/08/2010,9070,
1948,WODOCIĄGOWY-5309,34,PRZECIWGROMOWY,31605,01/11/2010,02/11/2010,6401,
1949,WODOCIĄGOWY-3335,93,ALARMOWY,5000,10/11/2010,15/11/2010,9697,
1950,WODOCIĄGOWY-6477,63,GRZEWCZY,156240,16/11/2010,21/11/2010,1636,
1951,WODOCIĄGOWY-7253,96,GRZEWCZY,9760,30/07/2010,05/08/2010,2258,
1952,WODOCIĄGOWY-2406,111,OGRODNICZY,16850,11/11/2010,20/11/2010,7300,
1953,WODOCIĄGOWY-4806,189,PRZECIWGROMOWY,61145,22/08/2010,26/08/2010,1376,
1954,WODOCIĄGOWY-5742,41,ALARMOWY,51950,14/05/2010,17/05/2010,3706,
1955,WODOCIĄGOWY-4192,178,ALARMOWY,77150,23/07/2010,26/07/2010,7362,
1956,WODOCIĄGOWY-7469,84,ALARMOWY,4550,03/04/2010,12/04/2010,6294,
1957,WODOCIĄGOWY-759,178,WODOCIĄGOWY,89100,12/06/2010,18/06/2010,9517,
1958,WODOCIĄGOWY-1945,42,ALARMOWY,6700,03/11/2010,10/11/2010,4892,
1959,WODOCIĄGOWY-2256,129,ALARMOWY,88550,04/08/2010,11/08/2010,7230,
1960,WODOCIĄGOWY-7579,20,OGRODNICZY,31850,29/05/2010,29/05/2010,5505,
1961,WODOCIĄGOWY-1402,76,GRZEWCZY,151440,17/08/2010,21/08/2010,6003,
1962,WODOCIĄGOWY-6349,12,OGRODNICZY,12750,06/04/2010,11/04/2010,6442,
1963,WODOCIĄGOWY-3978,123,ELEKTRYCZNY,110250,10/08/2010,14/08/2010,4635,
1964,WODOCIĄGOWY-1986,19,ALARMOWY,87650,14/06/2010,23/06/2010,3945,
1965,WODOCIĄGOWY-8488,191,ALARMOWY,27950,02/11/2010,02/11/2010,3141,
1966,WODOCIĄGOWY-5489,136,PRZECIWGROMOWY,4690,31/07/2010,31/07/2010,2524,
1967,WODOCIĄGOWY-4061,33,ELEKTRYCZNY,96150,17/01/2010,17/01/2010,3043,
1968,WODOCIĄGOWY-7310,23,ELEKTRYCZNY,8400,26/12/2010,04/01/2011,9165,
1969,WODOCIĄGOWY-8928,182,ELEKTRYCZNY,84600,17/05/2010,21/05/2010,9337,
1970,WODOCIĄGOWY-7199,39,OGRODNICZY,45075,10/03/2010,15/03/2010,4725,
1971,WODOCIĄGOWY-1775,155,GRZEWCZY,136720,04/08/2010,08/08/2010,9941,
1972,WODOCIĄGOWY-9624,134,WODOCIĄGOWY,89595,17/06/2010,18/06/2010,4678,
1973,WODOCIĄGOWY-2993,129,ALARMOWY,67900,03/05/2010,08/05/2010,8954,
1974,WODOCIĄGOWY-2431,2,WODOCIĄGOWY,8690,13/05/2010,14/05/2010,2008,
1975,WODOCIĄGOWY-366,85,ALARMOWY,23600,15/09/2010,22/09/2010,4697,
1976,WODOCIĄGOWY-6597,64,WODOCIĄGOWY,90640,06/02/2010,11/02/2010,4510,
1977,WODOCIĄGOWY-5140,12,GRZEWCZY,64480,05/03/2010,13/03/2010,9180,
1978,WODOCIĄGOWY-5448,169,WODOCIĄGOWY,23320,27/11/2010,28/11/2010,7181,
1979,WODOCIĄGOWY-7222,133,WODOCIĄGOWY,98065,22/01/2010,31/01/2010,8401,
1980,WODOCIĄGOWY-6170,104,GRZEWCZY,26720,17/06/2010,21/06/2010,918,
1981,WODOCIĄGOWY-4171,54,GRZEWCZY,47600,27/12/2010,30/12/2010,5525,
1982,WODOCIĄGOWY-5596,156,OGRODNICZY,44375,05/05/2010,05/05/2010,8954,
1983,WODOCIĄGOWY-7485,188,ALARMOWY,8600,19/08/2010,25/08/2010,6407,
1984,WODOCIĄGOWY-1911,156,PRZECIWGROMOWY,3745,26/05/2010,27/05/2010,1163,
1985,WODOCIĄGOWY-1144,74,PRZECIWGROMOWY,67445,28/08/2010,06/09/2010,9777,
1986,WODOCIĄGOWY-2881,161,GRZEWCZY,67280,10/07/2010,15/07/2010,2770,
1987,WODOCIĄGOWY-5462,70,PRZECIWGROMOWY,63770,11/07/2010,14/07/2010,1740,
1988,WODOCIĄGOWY-4662,164,PRZECIWGROMOWY,4515,02/08/2010,05/08/2010,1063,
1989,WODOCIĄGOWY-2244,194,GRZEWCZY,15520,02/11/2010,09/11/2010,9121,
1990,WODOCIĄGOWY-3687,163,PRZECIWGROMOWY,52570,27/11/2010,30/11/2010,1672,
1991,WODOCIĄGOWY-6490,76,GRZEWCZY,122880,04/10/2010,12/10/2010,4165,
1992,WODOCIĄGOWY-2383,176,ALARMOWY,39700,10/02/2010,16/02/2010,6288,
1993,WODOCIĄGOWY-5078,185,ELEKTRYCZNY,87300,20/04/2010,22/04/2010,5040,
1994,WODOCIĄGOWY-743,48,ALARMOWY,18500,09/04/2010,10/04/2010,7667,
1995,WODOCIĄGOWY-4642,14,WODOCIĄGOWY,16830,09/01/2010,18/01/2010,4486,
1996,WODOCIĄGOWY-761,53,WODOCIĄGOWY,100650,20/11/2010,20/11/2010,2789,
1997,WODOCIĄGOWY-9747,190,WODOCIĄGOWY,48510,28/03/2010,31/03/2010,8217,
1998,WODOCIĄGOWY-1974,144,OGRODNICZY,11750,20/06/2010,21/06/2010,6443,
1999,WODOCIĄGOWY-9819,137,OGRODNICZY,9900,27/10/2010,30/10/2010,8819,
0,WODOCIĄGOWY-8078,98,ALARMOWY,61150,08/08/2011,11/08/2011,10291,
1,WODOCIĄGOWY-5677,63,PRZECIWGROMOWY,57400,01/01/0001,29/06/0005,2024,
2,WODOCIĄGOWY-2934,54,ELEKTRYCZNY,26325,01/01/0001,18/12/0001,9103,
3,WODOCIĄGOWY-6083,276,ELEKTRYCZNY,60750,27/07/2011,30/07/2011,12167,
4,WODOCIĄGOWY-819,239,ELEKTRYCZNY,52875,01/01/0001,07/12/0002,1852,
5,WODOCIĄGOWY-586,255,WODOCIĄGOWY,109505,01/01/0001,15/06/0006,4965,
6,WODOCIĄGOWY-3192,55,OGRODNICZY,38050,21/07/2011,21/07/2011,17210,
7,WODOCIĄGOWY-1155,266,GRZEWCZY,41920,26/02/2011,04/03/2011,16128,
8,WODOCIĄGOWY-5437,55,ELEKTRYCZNY,110625,04/07/2011,07/07/2011,19587,
9,WODOCIĄGOWY-1267,273,GRZEWCZY,74560,06/02/2011,09/02/2011,15249,
10,WODOCIĄGOWY-2890,82,PRZECIWGROMOWY,8645,01/01/0001,05/09/0001,4169,
11,WODOCIĄGOWY-225,281,OGRODNICZY,23275,04/12/2011,04/12/2011,13397,
12,WODOCIĄGOWY-8025,99,GRZEWCZY,109760,01/06/2011,01/06/2011,12358,
13,WODOCIĄGOWY-584,249,ELEKTRYCZNY,36375,01/01/0001,01/05/0002,4998,
14,WODOCIĄGOWY-3003,133,OGRODNICZY,21850,09/08/2011,17/08/2011,13260,
15,WODOCIĄGOWY-642,287,ALARMOWY,3800,24/01/2011,24/01/2011,16028,
16,WODOCIĄGOWY-9527,154,PRZECIWGROMOWY,41405,01/01/0001,29/03/0004,2037,
17,WODOCIĄGOWY-6554,226,OGRODNICZY,32175,01/01/0001,11/07/0004,3902,
18,WODOCIĄGOWY-9834,55,GRZEWCZY,133920,13/04/2011,21/04/2011,10138,
19,WODOCIĄGOWY-757,54,OGRODNICZY,25000,02/03/2011,07/03/2011,15809,
20,WODOCIĄGOWY-8089,165,PRZECIWGROMOWY,37275,17/02/2011,22/02/2011,16798,
21,WODOCIĄGOWY-4356,53,WODOCIĄGOWY,107910,01/01/0001,17/05/0006,9218,
22,WODOCIĄGOWY-76,50,OGRODNICZY,11775,26/03/2011,04/04/2011,10348,
23,WODOCIĄGOWY-6130,177,PRZECIWGROMOWY,26845,01/01/0001,07/02/0003,2495,
24,WODOCIĄGOWY-359,193,PRZECIWGROMOWY,20545,01/01/0001,11/08/0002,5737,
25,WODOCIĄGOWY-2448,74,ALARMOWY,36700,01/01/0001,05/01/0003,601,
26,WODOCIĄGOWY-5510,165,ELEKTRYCZNY,40050,26/09/2011,29/09/2011,13188,
27,WODOCIĄGOWY-4256,71,PRZECIWGROMOWY,8645,12/05/2011,16/05/2011,14606,
28,WODOCIĄGOWY-6008,49,GRZEWCZY,150160,25/09/2011,25/09/2011,13201,
29,WODOCIĄGOWY-2063,37,OGRODNICZY,3200,27/02/2011,07/03/2011,11907,
30,WODOCIĄGOWY-3552,233,GRZEWCZY,58000,23/08/2011,29/08/2011,18662,
31,WODOCIĄGOWY-9122,194,PRZECIWGROMOWY,1540,01/01/0001,14/02/0001,5168,
32,WODOCIĄGOWY-4360,86,ALARMOWY,50450,12/01/2012,16/01/2012,19938,
33,WODOCIĄGOWY-1824,103,OGRODNICZY,28700,10/02/2011,17/02/2011,14991,
34,WODOCIĄGOWY-5289,15,WODOCIĄGOWY,78595,27/11/2011,29/11/2011,19776,
35,WODOCIĄGOWY-9341,238,GRZEWCZY,71440,01/01/0001,13/06/0003,7603,
36,WODOCIĄGOWY-762,174,GRZEWCZY,96480,01/01/0001,21/04/0004,7896,
37,WODOCIĄGOWY-1959,197,ELEKTRYCZNY,40575,01/01/0001,26/06/0002,1463,
38,WODOCIĄGOWY-9591,147,WODOCIĄGOWY,79035,14/12/2011,22/12/2011,16276,
39,WODOCIĄGOWY-1354,134,ALARMOWY,41150,01/01/0001,04/04/0003,8399,
40,WODOCIĄGOWY-7683,197,ALARMOWY,74650,01/01/0001,02/02/0005,4138,
41,WODOCIĄGOWY-8974,5,PRZECIWGROMOWY,17885,04/09/2011,04/09/2011,10893,
42,WODOCIĄGOWY-7472,166,PRZECIWGROMOWY,51625,01/01/0001,15/01/0005,8267,
43,WODOCIĄGOWY-9978,164,ALARMOWY,67650,01/01/0001,15/09/0004,5994,
44,WODOCIĄGOWY-5888,286,WODOCIĄGOWY,16390,19/05/2011,22/05/2011,15715,
45,WODOCIĄGOWY-4191,102,ALARMOWY,56000,01/01/0001,26/01/0004,1882,
46,WODOCIĄGOWY-1350,200,GRZEWCZY,118400,22/04/2011,29/04/2011,11785,
47,WODOCIĄGOWY-2186,18,PRZECIWGROMOWY,1855,01/01/0001,23/02/0001,4977,
48,WODOCIĄGOWY-1872,243,PRZECIWGROMOWY,64960,01/01/0001,31/01/0006,5857,
49,WODOCIĄGOWY-8184,68,OGRODNICZY,29600,01/01/0001,30/03/0004,3608,
50,WODOCIĄGOWY-296,234,WODOCIĄGOWY,83160,01/01/0001,21/02/0005,8385,
51,WODOCIĄGOWY-8189,70,WODOCIĄGOWY,107965,25/04/2011,30/04/2011,12032,
52,WODOCIĄGOWY-5539,70,GRZEWCZY,129280,01/01/0001,05/06/0005,5288,
53,WODOCIĄGOWY-1853,23,PRZECIWGROMOWY,15540,14/10/2011,21/10/2011,17048,
54,WODOCIĄGOWY-4352,21,OGRODNICZY,32775,01/01/0001,04/08/0004,9574,
55,WODOCIĄGOWY-6529,50,ELEKTRYCZNY,132300,01/01/0001,31/10/0005,8519,
56,WODOCIĄGOWY-8477,43,ELEKTRYCZNY,31875,21/04/2011,21/04/2011,14877,
57,WODOCIĄGOWY-8846,82,OGRODNICZY,44700,10/01/2012,14/01/2012,18329,
58,WODOCIĄGOWY-3978,72,ELEKTRYCZNY,59550,01/01/0001,06/03/0003,4643,
59,WODOCIĄGOWY-4461,132,GRZEWCZY,131920,01/01/0001,08/07/0005,4717,
60,WODOCIĄGOWY-536,59,ALARMOWY,89650,05/05/2011,05/05/2011,19787,
61,WODOCIĄGOWY-8714,10,OGRODNICZY,11725,21/08/2011,30/08/2011,11171,
62,WODOCIĄGOWY-6467,11,GRZEWCZY,108880,18/07/2011,18/07/2011,19162,
63,WODOCIĄGOWY-8937,218,ALARMOWY,99100,01/01/0001,06/06/0006,4109,
64,WODOCIĄGOWY-4785,3,OGRODNICZY,10300,01/01/0001,17/02/0002,6631,
65,WODOCIĄGOWY-2445,0,ALARMOWY,77750,01/01/0001,05/04/0005,7285,
66,WODOCIĄGOWY-969,57,ELEKTRYCZNY,41700,01/01/0001,11/07/0002,6242,
67,WODOCIĄGOWY-7721,127,OGRODNICZY,6950,01/01/0001,06/10/0001,595,
68,WODOCIĄGOWY-1056,93,PRZECIWGROMOWY,1820,01/01/0001,22/02/0001,1157,
69,WODOCIĄGOWY-5881,53,WODOCIĄGOWY,64955,14/04/2011,22/04/2011,15078,
70,WODOCIĄGOWY-3104,66,PRZECIWGROMOWY,45325,08/09/2011,10/09/2011,14034,
71,WODOCIĄGOWY-7096,213,PRZECIWGROMOWY,68880,01/01/0001,23/05/0006,1425,
72,WODOCIĄGOWY-514,277,ELEKTRYCZNY,125400,15/01/2012,24/01/2012,10586,
73,WODOCIĄGOWY-1476,132,OGRODNICZY,28150,13/09/2011,14/09/2011,11984,
74,WODOCIĄGOWY-9278,292,OGRODNICZY,20050,16/12/2011,20/12/2011,15011,
75,WODOCIĄGOWY-9478,15,WODOCIĄGOWY,85415,12/02/2011,21/02/2011,16618,
76,WODOCIĄGOWY-4144,221,PRZECIWGROMOWY,34475,07/08/2011,11/08/2011,11517,
77,WODOCIĄGOWY-3456,65,WODOCIĄGOWY,99220,01/01/0001,10/12/0005,4778,
78,WODOCIĄGOWY-2725,170,WODOCIĄGOWY,75240,01/01/0001,30/09/0004,4436,
79,WODOCIĄGOWY-4837,68,GRZEWCZY,87920,01/01/0001,05/01/0004,5529,
80,WODOCIĄGOWY-9343,37,OGRODNICZY,3750,01/01/0001,31/05/0001,596,
81,WODOCIĄGOWY-8164,140,ELEKTRYCZNY,72525,30/05/2011,30/05/2011,14947,
82,WODOCIĄGOWY-699,127,GRZEWCZY,87040,24/02/2011,28/02/2011,14178,
83,WODOCIĄGOWY-9479,165,PRZECIWGROMOWY,66185,03/06/2011,07/06/2011,17108,
84,WODOCIĄGOWY-6678,146,OGRODNICZY,12700,01/01/0001,24/05/0002,2330,
85,WODOCIĄGOWY-4412,276,ALARMOWY,74250,01/01/0001,25/01/0005,4314,
86,WODOCIĄGOWY-4645,17,PRZECIWGROMOWY,32550,01/01/0001,20/07/0003,9721,
87,WODOCIĄGOWY-9756,230,PRZECIWGROMOWY,69580,06/02/2011,13/02/2011,14820,
88,WODOCIĄGOWY-8241,253,OGRODNICZY,24225,01/01/0001,28/08/0003,2565,
